Aleph system no.,Author_reconciliation_status,Author_Wikidata_label,Author_Wikidata_QID,Other_authors_structure,Other_personal_authors_clean,Author_review_status,Author_death_year,Author_birth_year,Author_name_clean,Title_clean,Country code,Language code (008),Language code (041),DDC,Personal author,Corporate author,Title,Edition,Imprint,Imprint_clean,Place_after_colon,Publisher_candidate,Publisher_standardised,Publisher_clean,Publisher_role,Place_before_colon,Publication_place_final,Place_QA_status,Place_for_Wikidata,Wikidata_QID_manual_sample,Publication_place,Publication_place_standardised,Year_end,Year_start,Year_status,Publication_year,Series,Subjects,Other personal authors,Other corporate authors,DOM ID,Type,Genre
014832075,none,,,,,unchanged,,,"WHITTIER, John Greenleaf.",[Songs of Three Centuries. Edited by J. G. W.],|||,und,,,"WHITTIER, John Greenleaf.",,[Songs of Three Centuries. Edited by J. G. W.] [electronic resource],"New, revised edition. With ... illustrations.","Boston, Cambridge [Mass., printed], 1877.","Boston, Cambridge [Mass., printed], 1877.",,,,,Missing,"Boston, Cambridge [Mass., printed]","Boston, Cambridge [Mass.,]",Review: comma-separated,"Boston, Cambridge [Mass.,]",,"Boston, Cambridge [Mass.,","Boston, Cambridge [Mass.,",,1877,Exact,1877,,,,,lsidyv34612a1d,song,Music
014832260,none,,,,,unchanged,,,"WILSON, F. A., Captain, K.L.H., G.S.",Crimean relics ... Poems and melodies.,|||,und,,,"WILSON, F. A., Captain, K.L.H., G.S.",,Crimean relics ... Poems and melodies. [electronic resource],,"London, 1857.","London, 1857.",,,,,Missing,London,London,Likely clean single place,London,Q84,London,London,,1857,Exact,1857,,,,,lsidyv3471f167,melody,Music
014832268,none,,,,,unchanged,,,"WILSON, Joseph, Song-writer, of Newcastle-upon-Tyne.","Tyneside Songs and Drolleries, Readings and Temperance Songs ... Collected edition.",|||,und,,,"WILSON, Joseph, Song-writer, of Newcastle-upon-Tyne.",,"Tyneside Songs and Drolleries, Readings and Temperance Songs ... Collected edition. [electronic resource]",,"Newcastle-on-Tyne : T. & G. Allan, [1890?].","Newcastle-on-Tyne : T. & G. Allan, [1890?].",T. & G. Allan,T. & G. Allan,T. & G. Allan,T. & G. Allan,Named publisher or ambiguous,Newcastle-on-Tyne,Newcastle-on-Tyne,Likely clean single place,Newcastle-on-Tyne,,Newcastle-on-Tyne,Newcastle-on-Tyne,,1890,Uncertain,1890,,,,,lsidyv31a1e111,song,Music
014832286,blank,,,multiple: dash,"D'Urfey, Thomas, 1653-1723. -- SMITH, John, M.A., Dramatic Writer. -- UNDERHILL, Cave.",missing,,,,"Win Her and Take Her, or, Old Fools will be meddling. A Comedy, etc. [in five acts, and in prose with songs, by J. Smith, M.A. With a dedication by C. Underhill.]",|||,und,,,,,"Win Her and Take Her, or, Old Fools will be meddling. A Comedy, etc. [in five acts, and in prose with songs, by J. Smith, M.A. With a dedication by C. Underhill.] [electronic resource]",,"London : J. Hindmarsh, R. Bently, A. Roper & R. Taylor, 1691.","London : J. Hindmarsh, R. Bently, A. Roper & R. Taylor, 1691.","J. Hindmarsh, R. Bently, A. Roper & R. Taylor","J. Hindmarsh, R. Bently, A. Roper & R. Taylor","J. Hindmarsh, R. Bently, A. Roper & R. Taylor","J. Hindmarsh, R. Bently, A. Roper & R. Taylor",Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1691,Exact,1691,,,"D'Urfey, Thomas, 1653-1723. -- SMITH, John, M.A., Dramatic Writer. -- UNDERHILL, Cave.",,lsidyv345ec0f4,song,Music
014832611,none,,,,,unchanged,,,"Wyatt, Edgar, librettist.","Count Tremolio: comic opera, in three acts. Libretto by E. W. Music by A. R. Watson.",|||,und,,,"Wyatt, Edgar, librettist.",,"Count Tremolio: comic opera, in three acts. Libretto by E. W. Music by A. R. Watson. [electronic resource]",,"Printed for the Proprietors; Nottingham, 1887.","Printed for the Proprietors; Nottingham, 1887.",,,,The Proprietors,Publisher statement,Printed for the Proprietors; Nottingham,Nottingham,Review: imprint statement,Printed for the Proprietors; Nottingham,,Printed for the Proprietors; Nottingham,Printed for the Proprietors; Nottingham,,1887,Exact,1887,,,,,lsidyv3492edbf,opera,Music
014832731,none,,,,,unchanged,,,"YOUNG, Jane, Poet.",Songs and Verses.,|||,und,,,"YOUNG, Jane, Poet.",,Songs and Verses. [electronic resource],,"pp. 96. H. R. Allenson: London, 1896.","pp. 96. H. R. Allenson : London, 1896.",London,London,London,London,Named publisher or ambiguous,pp. 96. H. R. Allenson,pp. 96. H. R. Allenson,Likely clean single place,pp. 96. H. R. Allenson,,pp. 96. H. R. Allenson,pp. 96. H. R. Allenson,,1896,Exact,1896,,,,,lsidyv39451b5c,song,Music
014832755,none,,,,,unchanged,,,"ZEBULUN, Joseph.","Songs of Royal Sion, the Revelations of Christ Jesus ... to the Twelve Tribes of Israel New; and published according to the revealed will and command of the Almighty Lord God ... Second edition.",|||,und,,,"ZEBULUN, Joseph.",,"Songs of Royal Sion, the Revelations of Christ Jesus ... to the Twelve Tribes of Israel New; and published according to the revealed will and command of the Almighty Lord God ... Second edition. [electronic resource]",,"London : J. Zebulun, 1831.","London : J. Zebulun, 1831.",J. Zebulun,J. Zebulun,J. Zebulun,J. Zebulun,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1831,Exact,1831,,,,,lsidyv3abeef1f,song,Music
014832781,matched,Matthew Gregory Lewis,Q121060,,,standardised,1818,1775,"Lewis, M. G. (Matthew Gregory)","Rich and poor. A comic opera, in three acts, etc.",|||,und,,,"Lewis, M. G. (Matthew Gregory), 1775-1818.",,"Rich and poor. A comic opera, in three acts, etc. [electronic resource]",,"London: W. Oxberry; sold by Sherwood, Neely & Jones, 1812.","London : W. Oxberry; sold by Sherwood, Neely & Jones, 1812.","W. Oxberry; sold by Sherwood, Neely & Jones","W. Oxberry; sold by Sherwood, Neely & Jones","W. Oxberry; sold by Sherwood, Neely & Jones","W. Oxberry; sold by Sherwood, Neely & Jones",Bookseller/distributor statement,London,London,Likely clean single place,London,Q84,London,London,,1812,Exact,1812,,,,,lsidyv30a595de,opera,Music
014839243,blank,,,single or unclear,"Cooper, James Fenimore, 1789-1851.",missing,,,,[Notions of the Americans; picked up by a travelling bachelor [i.e. James Fenimore Cooper].],|||,eng,,,,,[Notions of the Americans; picked up by a travelling bachelor [i.e. James Fenimore Cooper].] [electronic resource],[Another edition.],"Philadelphia : Carey, Lea & Carey, 1833.","Philadelphia : Carey, Lea & Carey, 1833.","Carey, Lea & Carey","Carey, Lea & Carey","Carey, Lea & Carey","Carey, Lea & Carey",Named publisher or ambiguous,Philadelphia,Philadelphia,Likely clean single place,Philadelphia,,Philadelphia,Philadelphia,,1833,Exact,1833,,,"Cooper, James Fenimore, 1789-1851.",,lsidyv35028b1b,opera,Music
014839439,unreconciled,,,,,unchanged,,,"BÒTTEGO, Vittorio.","Viaggi di scoperta nel cuore dell'Africa. Il Giuba esplorato sotto gli auspici della Società geografica italiana. Con 143 incisioni e 4 grandi carte geografiche, etc.",|||,ita,,,"BÒTTEGO, Vittorio.",,"Viaggi di scoperta nel cuore dell'Africa. Il Giuba esplorato sotto gli auspici della Società geografica italiana. Con 143 incisioni e 4 grandi carte geografiche, etc. [electronic resource]",,"Roma, 1895.","Roma, 1895.",,,,,Missing,Roma,Roma,Likely clean single place,Roma,,Roma,Roma,,1895,Exact,1895,,,,,lsidyv358efa38 -- lsidyv36601581,opera,Music
014839548,blank,,,single or unclear,"COOPER, Charles Henry.",missing,,,,"The Poll on the Election of a Representative in Parliament, for the County of Cambridge ... October, 1831; to which is added, a list of the members for the county, from 1660, till the present time. By Charles Henry Cooper.",|||,eng,,,,,"The Poll on the Election of a Representative in Parliament, for the County of Cambridge ... October, 1831; to which is added, a list of the members for the county, from 1660, till the present time. By Charles Henry Cooper. [electronic resource]",,"Cambridge : Benjamin Bridges, 1831.","Cambridge : Benjamin Bridges, 1831.",Benjamin Bridges,Benjamin Bridges,Benjamin Bridges,Benjamin Bridges,Named publisher or ambiguous,Cambridge,Cambridge,Likely clean single place,Cambridge,,Cambridge,Cambridge,,1831,Exact,1831,,,"COOPER, Charles Henry.",,lsidyv32d04301,opera,Music
014839550,unreconciled,,,,,unchanged,,,"CAMPBELL, John, Major-General, C.B.","[Narrative by Major-General John Campbell of his Operations in the Hill Tracts of Orissa, for the suppression of human sacrifices and female infanticide.]",|||,eng,,,"CAMPBELL, John, Major-General, C.B.",,"[Narrative by Major-General John Campbell of his Operations in the Hill Tracts of Orissa, for the suppression of human sacrifices and female infanticide.] [electronic resource]",[Another edition.] A Personal Narrative of Thirteen Years Service amongst the Wild Tribes of Khondistan for the Suppression of Human Sacrifice. [Revised and in part rewritten. With plates and a map.],"London : Hurst & Blackett, 1864, [1863].","London : Hurst & Blackett, 1864, [1863].","Hurst & Blackett, 1864","Hurst & Blackett, 1864","Hurst & Blackett, 1864",Hurst & Blackett,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1864,Supplied,1863,,"Infanticide India Orissa. -- Sacrifice, Human India Orissa.",,,lsidyv32d6b436,opera,Music
014839580,none,,,,,unchanged,,,"CECCHI, Antonio.",L'Abissinia settentrionale e le strade che vi conducono da Massaua. Notizie a corredo di due grandi carte geografiche redatte in base alle più recenti scoperte.,|||,ita,,,"CECCHI, Antonio.",,L'Abissinia settentrionale e le strade che vi conducono da Massaua. Notizie a corredo di due grandi carte geografiche redatte in base alle più recenti scoperte. [electronic resource],,"Milano, 1887.","Milano, 1887.",,,,,Missing,Milano,Milano,Likely clean single place,Milano,,Milano,Milano,,1887,Exact,1887,,,,,lsidyv358f24ed,opera,Music
014840004,blank,,,,,missing,,,,"Property Register, Folkestone.",|||,eng,,,,,"Property Register, Folkestone. [electronic resource]",,"Folkestone : Eiloart & Temple, [1889]","Folkestone : Eiloart & Temple, [1889]",Eiloart & Temple,Eiloart & Temple,Eiloart & Temple,Eiloart & Temple,Named publisher or ambiguous,Folkestone,Folkestone,Likely clean single place,Folkestone,,Folkestone,Folkestone,,1889,Supplied,1889,,,,,lsidyv35502c4d,opera,Music
014840021,none,,,single or unclear,"Defoe, Daniel, 1661?-1731",unchanged,,,"FORTESCUE, F., Dramatist.","Robinson Crusoe; or the island of Juan Fernandez. An operatic drama in three acts, etc. [In prose. Founded on D. Defoe's work.]",|||,eng,,,"FORTESCUE, F., Dramatist.",,"Robinson Crusoe; or the island of Juan Fernandez. An operatic drama in three acts, etc. [In prose. Founded on D. Defoe's work.] [electronic resource]",,"Boston, 1822.","Boston, 1822.",,,,,Missing,Boston,Boston,Likely clean single place,Boston,,Boston,Boston,,1822,Exact,1822,,,"Defoe, Daniel, 1661?-1731",,lsidyv3599c42b,opera,Music
014840114,matched,John Glyde,Q18671731,,,unchanged,,,"GLYDE, John.","The Norfolk garland: a collection of the superstitious beliefs and practices, proverbs, curious customs, ballads and songs, of the people of Norfolk, as well as anecdotes, etc.",|||,eng,,,"GLYDE, John.",,"The Norfolk garland: a collection of the superstitious beliefs and practices, proverbs, curious customs, ballads and songs, of the people of Norfolk, as well as anecdotes, etc. [electronic resource]",,"London : Jarrold and Sons, [1872]","London : Jarrold and Sons, [1872]",Jarrold and Sons,Jarrold and Sons,Jarrold and Sons,Jarrold and Sons,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1872,Supplied,1872,,,,,lsidyv317c3808,song,Music
014840117,none,,,,,unchanged,,,"GODIO, Guglielmo.",Vita Africana. Riccordi d'un viaggio nel Sudan Orientale. Opera ... illustrata.,|||,ita,,,"GODIO, Guglielmo.",,Vita Africana. Riccordi d'un viaggio nel Sudan Orientale. Opera ... illustrata. [electronic resource],,"Milano, [1885?]","Milano, [1885?]",,,,,Missing,Milano,Milano,Likely clean single place,Milano,,Milano,Milano,,1885,Uncertain,1885,,,,,lsidyv35572610,opera,Music
014840358,blank,,,,,missing,,,,"Notice sur les Indiens Ioways ... venus des plaines du Haut-Missouri ... sous la conduite de G. H. C. Melody, Esqre ... Gravures, etc.",|||,fre,,,,,"Notice sur les Indiens Ioways ... venus des plaines du Haut-Missouri ... sous la conduite de G. H. C. Melody, Esqre ... Gravures, etc. [electronic resource]",,"Paris, 1845.","Paris, 1845.",,,,,Missing,Paris,Paris,Likely clean single place,Paris,,Paris,Paris,,1845,Exact,1845,,,,,lsidyv359c988a,melody,Music
014840448,unreconciled,,,single or unclear,"SHERIDAN, Philip Henry.",unchanged,,,"KEIM, De Bonneville Randolph.",Sheridan's Troopers on the Borders: a winter campaign on the plains ... With ... engravings.,|||,eng,,,"KEIM, De Bonneville Randolph.",,Sheridan's Troopers on the Borders: a winter campaign on the plains ... With ... engravings. [electronic resource],,"Philadelphia, 1870.","Philadelphia, 1870.",,,,,Missing,Philadelphia,Philadelphia,Likely clean single place,Philadelphia,,Philadelphia,Philadelphia,,1870,Exact,1870,,,"SHERIDAN, Philip Henry.",,lsidyv357b546a,opera,Music
014840595,none,,,single or unclear,"Cooper, James Fenimore, 1789-1851.",unchanged,,,"LIVERMORE, S. T.","A condensed history of Cooperstown, with a biographical sketch of J. F. Cooper.",|||,eng,,,"LIVERMORE, S. T.",,"A condensed history of Cooperstown, with a biographical sketch of J. F. Cooper. [electronic resource]",,"Albany, 1862.","Albany, 1862.",,,,,Missing,Albany,Albany,Likely clean single place,Albany,,Albany,Albany,,1862,Exact,1862,,,"Cooper, James Fenimore, 1789-1851.",,lsidyv34fec447,opera,Music
014840682,blank,,,,,missing,,,,The co-operative and general guide to Manchester and Salford. Alphabetically arranged.,|||,eng,,,,,The co-operative and general guide to Manchester and Salford. Alphabetically arranged. [electronic resource],,"Manchester : Co-operative Printing Society, 1878.","Manchester : Co-operative Printing Society, 1878.",Co-operative Printing Society,Co-operative Printing Society,Co-operative Printing Society,Co-operative Printing Society,Named publisher or ambiguous,Manchester,Manchester,Likely clean single place,Manchester,,Manchester,Manchester,,1878,Exact,1878,,,,,lsidyv34f076b1,opera,Music
014846761,matched,William Davenport Adams,Q14948868,,,unchanged,,,"ADAMS, William Davenport.","Songs from the Novelists, from Elizabeth to Victoria. Edited with introduction and notes, by W. D. Adams.",|||,eng,,,"ADAMS, William Davenport.",,"Songs from the Novelists, from Elizabeth to Victoria. Edited with introduction and notes, by W. D. Adams. [electronic resource]",,"London : Ward & Downey, 1885.","London : Ward & Downey, 1885.",Ward & Downey,Ward & Downey,Ward & Downey,Ward & Downey,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1885,Exact,1885,,,,,lsidyv35c58ff2,song,Music
014846785,matched,Hans Christian Andersen,Q5673,single or unclear,"Andersen, H. C. (Hans Christian), 1805-1875",standardised,1875,1805,"Andersen, H. C. (Hans Christian)",The Eleven White Swans of Denmark. An opera. (Founded on a Danish tale by H. C. Andersen [by Lavinia Jones].).,|||,eng,,,"Andersen, H. C. (Hans Christian), 1805-1875",,The Eleven White Swans of Denmark. An opera. (Founded on a Danish tale by H. C. Andersen [by Lavinia Jones].). [electronic resource],,"Bradford-on-Avon : Daniel Jones, 1864.","Bradford-on-Avon : Daniel Jones, 1864.",Daniel Jones,Daniel Jones,Daniel Jones,Daniel Jones,Named publisher or ambiguous,Bradford-on-Avon,Bradford-on-Avon,Likely clean single place,Bradford-on-Avon,,Bradford-on-Avon,Bradford-on-Avon,,1864,Exact,1864,,,"Andersen, H. C. (Hans Christian), 1805-1875",,lsidyv35e86934,opera,Music
014846786,none,,,,,unchanged,,,"ANDERSON, Alexander, of Kirkconnell.","A Song of Labour, and other poems.",|||,eng,,,"ANDERSON, Alexander, of Kirkconnell.",,"A Song of Labour, and other poems. [electronic resource]",,"Dundee : Advertiser Office, 1873.","Dundee : Advertiser Office, 1873.",Advertiser Office,Advertiser Office,Advertiser Office,Advertiser Office,Named publisher or ambiguous,Dundee,Dundee,Likely clean single place,Dundee,,Dundee,Dundee,,1873,Exact,1873,,,,,lsidyv35c5eb7d,song,Music
014846818,unreconciled,,,,,unchanged,,,"AZZONI, Rambaldo degli.","Considerazioni sopra le prime notizie di Trivigi contenute negli scrittori e ne' marmi antichi. Opera postuma. [Edited, with a life of the author, by G. Pulieri. With a portrait.]",|||,ita,,,"AZZONI, Rambaldo degli.",,"Considerazioni sopra le prime notizie di Trivigi contenute negli scrittori e ne' marmi antichi. Opera postuma. [Edited, with a life of the author, by G. Pulieri. With a portrait.] [electronic resource]",,"Treviso, 1840.","Treviso, 1840.",,,,,Missing,Treviso,Treviso,Likely clean single place,Treviso,,Treviso,Treviso,,1840,Exact,1840,,,,,lsidyv35e71ade,opera,Music
014846828,matched,Carlo del Balzo,Q3659985,,,unchanged,,,"BALZO, Carlo del.","Napoli e i Napoletani. Opera illustrata, etc.",|||,ita,,,"BALZO, Carlo del.",,"Napoli e i Napoletani. Opera illustrata, etc. [electronic resource]",,"Milano, 1885.","Milano, 1885.",,,,,Missing,Milano,Milano,Likely clean single place,Milano,,Milano,Milano,,1885,Exact,1885,,,,,lsidyv35e4ebb8,opera,Music
014846863,none,,,,,unchanged,,,"BELL, Archibald, Advocate.",Melodies of Scotland.,|||,eng,,,"BELL, Archibald, Advocate.",,Melodies of Scotland. [electronic resource],,"Edinburgh : Printed for private circulation, 1849.","Edinburgh : Printed for private circulation, 1849.",Printed for private circulation,Printed for private circulation,Printed for private circulation,Printed for private circulation,Printer statement,Edinburgh,Edinburgh,Likely clean single place,Edinburgh,Q23436,Edinburgh,Edinburgh,,1849,Exact,1849,,,,,lsidyv35e17d0c,melody,Music
014846875,matched,Giovanni Battista Belzoni,Q180339,,,standardised,1823,1778,"Belzoni, Giovanni Battista","[Narrative of the Operations and Recent Discoveries within the pyramids, temples, tombs, and excavations, in Egypt and Nubia].",|||,mul,$aeng$adut,,"Belzoni, Giovanni Battista, 1778-1823.",,"[Narrative of the Operations and Recent Discoveries within the pyramids, temples, tombs, and excavations, in Egypt and Nubia]. [electronic resource]",Third edition.,"Brussels : H. Remy, 1835.","Brussels : H. Remy, 1835.",H. Remy,H. Remy,H. Remy,H. Remy,Named publisher or ambiguous,Brussels,Brussels,Likely clean single place,Brussels,,Brussels,Brussels,,1835,Exact,1835,,,,,lsidyv35bdd4b1,opera,Music
014846896,matched,Pietro Giorgio Biffignandi Buccella,Q23887121,single or unclear,"BIFFIGNANDI BUCCELLA, Bernardino.",unchanged,,,"BIFFIGNANDI BUCCELLA, Pietro Giorgio.",Memorie istoriche della città e contado di Vigevano. Opera postuma ... Corredata di note e di una raccolta di documenti in gran parte inediti [by B. Biffignandi Bucella].,|||,ita,,,"BIFFIGNANDI BUCCELLA, Pietro Giorgio.",,Memorie istoriche della città e contado di Vigevano. Opera postuma ... Corredata di note e di una raccolta di documenti in gran parte inediti [by B. Biffignandi Bucella]. [electronic resource],,"Vigevano, 1810.","Vigevano, 1810.",,,,,Missing,Vigevano,Vigevano,Likely clean single place,Vigevano,,Vigevano,Vigevano,,1810,Exact,1810,,,"BIFFIGNANDI BUCCELLA, Bernardino.",,lsidyv35c1d5bd,opera,Music
014846936,unreconciled,,,,,unchanged,,,"BOURCARD, Francesco de.",Usi e costumi di Napoli e contorni descritti e dipinti. Opera diretta da F. de Bourcard.,|||,ita,,,"BOURCARD, Francesco de.",,Usi e costumi di Napoli e contorni descritti e dipinti. Opera diretta da F. de Bourcard. [electronic resource],,"Napoli, 1853, 58.","Napoli, 1853, 58.",,,,,Missing,"Napoli, 1853, 58.","Napoli, 1853, 58.",Review: comma-separated,"Napoli, 1853, 58.",,"Napoli, 1853, 58.","Napoli, 1853, 58.",,1853,Exact,1853,,,,,lsidyv36039b39 -- lsidyv35e4a604,opera,Music
014846961,none,,,,,unchanged,,,"BRUNO, Agostino.","Le Ultime scoperte Africane e l'opera dei missionari cattolici all'estero. Prolusione, etc.",|||,mul,$ager$aspa$afre$aita,,"BRUNO, Agostino.",,"Le Ultime scoperte Africane e l'opera dei missionari cattolici all'estero. Prolusione, etc. [electronic resource]",,"Mondovì, 1881.","Mondovì, 1881.",,,,,Missing,Mondovì,Mondovì,Likely clean single place,Mondovì,,Mondovì,Mondovì,,1881,Exact,1881,,,,,lsidyv35f40ad1,opera,Music
014846962,unreconciled,,,single or unclear,"MARIANI, Giovanni Battista.",unchanged,,,"BRUSCHELLI, Domenico.","[Asisi città serafica e santuarj che la decorano ... opera ... corredata di XXX rami ... disegnati ed incisi dal signor Giambattista Mariani, etc.]",|||,ita,,,"BRUSCHELLI, Domenico.",,"[Asisi città serafica e santuarj che la decorano ... opera ... corredata di XXX rami ... disegnati ed incisi dal signor Giambattista Mariani, etc.] [electronic resource]",Seconda edizione riveduta e corretta dall'autore.,"Orvieto, 1824.","Orvieto, 1824.",,,,,Missing,Orvieto,Orvieto,Likely clean single place,Orvieto,,Orvieto,Orvieto,,1824,Exact,1824,,,"MARIANI, Giovanni Battista.",,lsidyv35e191ce,opera,Music
014846995,none,,,single or unclear,"CAMPORI, Giuseppe, Marquis.",unchanged,,,"CAMPORI, Cesare, Marquis.",Notizie storiche del Frignano. Opera postuma. [Edited by Giuseppe Campori.],|||,ita,,,"CAMPORI, Cesare, Marquis.",,Notizie storiche del Frignano. Opera postuma. [Edited by Giuseppe Campori.] [electronic resource],,"Modena, 1886.","Modena, 1886.",,,,,Missing,Modena,Modena,Likely clean single place,Modena,,Modena,Modena,,1886,Exact,1886,,,"CAMPORI, Giuseppe, Marquis.",,lsidyv35c0bada,opera,Music
014847001,blank,,,,,missing,,,,"Modern Canvassing, or, Popery and No Popery. [A dialogue between an agent and a freeholder.]",|||,eng,,,,,"Modern Canvassing, or, Popery and No Popery. [A dialogue between an agent and a freeholder.] [electronic resource]",,"Leeds : Edward Baines, 1826.","Leeds : Edward Baines, 1826.",Edward Baines,Edward Baines,Edward Baines,Edward Baines,Named publisher or ambiguous,Leeds,Leeds,Likely clean single place,Leeds,Q39121,Leeds,Leeds,,1826,Exact,1826,,,,,lsidyv35ccfdd6,opera,Music
014847069,none,,,single or unclear,"SARESANI, Ferdinando.",unchanged,,,"COLDANI, Giacinto.","Cenni storici dell'antico e moderno insigne borgo di Melegnano, raccolti in parte colla scorta della manoscritta descrizione che ne fece il M. R. D. Giacinto Coldani ... ed accresciuti ed a più accurata forma condotti per opera del rev. sacerdote Ferdinando Saresani, etc.",|||,ita,,,"COLDANI, Giacinto.",,"Cenni storici dell'antico e moderno insigne borgo di Melegnano, raccolti in parte colla scorta della manoscritta descrizione che ne fece il M. R. D. Giacinto Coldani ... ed accresciuti ed a più accurata forma condotti per opera del rev. sacerdote Ferdinando Saresani, etc. [electronic resource]",,"Melegnano, 1886.","Melegnano, 1886.",,,,,Missing,Melegnano,Melegnano,Likely clean single place,Melegnano,,Melegnano,Melegnano,,1886,Exact,1886,,,"SARESANI, Ferdinando.",,lsidyv35c008d2,opera,Music
014847070,none,,,,,unchanged,,,"COLE, Edward William.",The Best Song Book in the World. Selected and edited by E. W. Cole. [Containing “The Thousand Best Songs in the World” and “The Funniest Song Book in the World.”],|||,eng,,,"COLE, Edward William.",,The Best Song Book in the World. Selected and edited by E. W. Cole. [Containing “The Thousand Best Songs in the World” and “The Funniest Song Book in the World.”] [electronic resource],,"Melbourne : Cole's Book Arcade, [1892.].","Melbourne : Cole's Book Arcade, [1892.].",Cole's Book Arcade,Cole's Book Arcade,Cole's Book Arcade,Cole's Book Arcade,Named publisher or ambiguous,Melbourne,Melbourne,Likely clean single place,Melbourne,,Melbourne,Melbourne,,1892,Supplied,1892,,,,,lsidyv35c49741,song,Music
014847071,none,,,,,unchanged,,,"COLE, Edward William.",The Thousand Best Songs in the World. Selected and arranged by E. W. Cole.,|||,eng,,,"COLE, Edward William.",,The Thousand Best Songs in the World. Selected and arranged by E. W. Cole. [electronic resource],,"London; Cole's Book Arcade Melbourne : Hutchinson & Co., [1892.].","London; Cole's Book Arcade Melbourne : Hutchinson & Co., [1892.].",Hutchinson & Co.,Hutchinson & Co.,Hutchinson & Co.,Hutchinson & Co.,Named publisher or ambiguous,London; Cole's Book Arcade Melbourne,London; Cole's Book Arcade Melbourne,Multiple places,London; Cole's Book Arcade Melbourne,,London; Cole's Book Arcade Melbourne,London; Cole's Book Arcade Melbourne,,1892,Supplied,1892,,,,,lsidyv35c52c3d,song,Music
014847075,matched,Charles MacCarthy Collins,Q113808018,,,unchanged,,,"COLLINS, Charles MacCarthy.",Celtic Irish Songs and Song-Writers. A selection. With an introduction and memoirs.,|||,eng,,,"COLLINS, Charles MacCarthy.",,Celtic Irish Songs and Song-Writers. A selection. With an introduction and memoirs. [electronic resource],,"London : J. Cornish & Sons, 1885.","London : J. Cornish & Sons, 1885.",J. Cornish & Sons,J. Cornish & Sons,J. Cornish & Sons,J. Cornish & Sons,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1885,Exact,1885,,,,,lsidyv35c4e2f1,song,Music
014847078,none,,,,,unchanged,,,"COLONNA, Ferdinando.","Notizie storiche di Castelnuovo in Napoli ... Appendice al volume Scoperte di antichità in Napoli dal 1876 a tutto giugno 1892, etc.",|||,ita,,,"COLONNA, Ferdinando.",,"Notizie storiche di Castelnuovo in Napoli ... Appendice al volume Scoperte di antichità in Napoli dal 1876 a tutto giugno 1892, etc. [electronic resource]",,"Napoli, 1892.","Napoli, 1892.",,,,,Missing,Napoli,Napoli,Likely clean single place,Napoli,,Napoli,Napoli,,1892,Exact,1892,,,,,lsidyv35c1e364,opera,Music
014847190,none,,,single or unclear,"RANGHIASCI BRANCALEONI, G. B.",unchanged,,,"E., G. R. B.","Memorie o siano Relazioni istoriche sull' origine, nome, fasti e progressi dell' antichissima Città di Nepi ... con un succinto ragguaglio in fine di antiche Città, delle quali si fa cenno nel corso dell' opera. (Di G. R. B. E.) [i.e. G. B. Rangniasci Brancaleau.]",|||,ita,,,"E., G. R. B.",,"Memorie o siano Relazioni istoriche sull' origine, nome, fasti e progressi dell' antichissima Città di Nepi ... con un succinto ragguaglio in fine di antiche Città, delle quali si fa cenno nel corso dell' opera. (Di G. R. B. E.) [i.e. G. B. Rangniasci Brancaleau.] [electronic resource]",,"Todi, 1845.","Todi, 1845.",,,,,Missing,Todi,Todi,Likely clean single place,Todi,,Todi,Todi,,1845,Exact,1845,,,"RANGHIASCI BRANCALEONI, G. B.",,lsidyv35e3808a,opera,Music
014847279,unreconciled,,,single or unclear,"MARIMONTI, Giuseppe.",unchanged,,,"FRISI, Antonio Francesco.",Memorie storiche della città di Monza compilate sull' opera del Canonico A. F. F. e continuate dal Prof ... G. Marimonti.,|||,ita,,,"FRISI, Antonio Francesco.",,Memorie storiche della città di Monza compilate sull' opera del Canonico A. F. F. e continuate dal Prof ... G. Marimonti. [electronic resource],,"Monza, 1841.","Monza, 1841.",,,,,Missing,Monza,Monza,Likely clean single place,Monza,,Monza,Monza,,1841,Exact,1841,,,"MARIMONTI, Giuseppe.",,lsidyv35e50d90 -- lsidyv35cb970c,opera,Music
014847400,matched,Fred Henderson,Q5495429,,,standardised,1957,1867,"Henderson, Fred",Echoes of the Coming Day: Socialist songs and rhymes.,|||,eng,,,"Henderson, Fred, 1867-1957.",,Echoes of the Coming Day: Socialist songs and rhymes. [electronic resource],,"London : Office of “The Commonweal”, 1887.","London : Office of “The Commonweal”, 1887.",Office of “The Commonweal”,Office of “The Commonweal”,Office of “The Commonweal”,Office of “The Commonweal”,Named publisher or ambiguous,London,London,Likely clean single place,London,Q84,London,London,,1887,Exact,1887,,,,,lsidyv35f49385,song,Music
